N,a [mm],d [mm],my_theta [deg],p [mm],Freq [MHz],L [uH],R [¦¸],Q
2,50,1.6,89.9,0.4,6.78,0.332548567,0.10933023,129.5759433
2,50,1.6,89.9,0.6,6.78,0.325360552,0.110842917,125.0450521
2,50,1.6,89.9,0.8,6.78,0.320558109,0.106907572,127.7343972
2,50,1.6,89.9,1,6.78,0.312607584,0.108960714,122.2191148
2,50,1.6,89.9,1.2,6.78,0.30799059,0.107743335,121.7745675
2,50,1.8,89.9,0.4,6.78,0.31676331,0.115016922,117.3228744
2,50,1.8,89.9,0.6,6.78,0.311960162,0.114814095,115.7479988
2,50,1.8,89.9,0.8,6.78,0.303519048,0.113137123,114.2853029
2,50,1.8,89.9,1,6.78,0.301199186,0.106026163,121.0180949
2,50,1.8,89.9,1.2,6.78,0.293233372,0.102304676,122.1033202
2,55,0.8,9.9,0.4,6.78,0.537855496,0.239266689,95.76193962
2,55,0.8,9.9,0.6,6.78,0.52668944,0.232104095,96.66769635
2,55,0.8,9.9,0.8,6.78,0.515435622,0.230125399,95.41561132
2,55,0.8,9.9,1,6.78,0.50370394,0.232637996,92.23680725
2,55,0.8,9.9,1.2,6.78,0.495089825,0.227777608,92.59393361
2,55,1,9.9,0.4,6.78,0.514638597,0.207857684,105.4741013
2,55,1,9.9,0.6,6.78,0.501613702,0.207088289,103.1866263
2,55,1,9.9,0.8,6.78,0.4933207,0.200145687,105.000814
2,55,1,9.9,1,6.78,0.482994342,0.198918699,103.437019
2,55,1,9.9,1.2,6.78,0.475561085,0.197102023,102.7838285
2,55,1.2,9.9,0.4,6.78,0.491987936,0.185991583,112.6861975
2,55,1.2,9.9,0.6,6.78,0.48212854,0.183944223,111.6570758
2,55,1.2,9.9,0.8,6.78,0.473645427,0.179056273,112.6868843
2,55,1.2,9.9,1,6.78,0.46456842,0.177556468,111.4609523
2,55,1.2,9.9,1.2,6.78,0.457748664,0.171776816,113.5199258
2,55,1.4,9.9,0.4,6.78,0.473294747,0.166317691,121.227961
2,55,1.4,9.9,0.6,6.78,0.461920095,0.165506336,118.894508
2,55,1.4,9.9,0.8,6.78,0.456393874,0.156237337,124.4413003
2,55,1.4,9.9,1,6.78,0.44727148,0.158988716,119.8434955
2,55,1.4,9.9,1.2,6.78,0.440311367,0.156226094,120.0648505
2,55,1.6,9.9,0.4,6.78,0.455043791,0.150005373,129.2277966
2,55,1.6,9.9,0.6,6.78,0.446763564,0.146870105,129.5847524
2,55,1.6,9.9,0.8,6.78,0.438367954,0.146585003,127.3968885
2,55,1.6,9.9,1,6.78,0.431269977,0.144849799,126.8355191
2,55,1.6,9.9,1.2,6.78,0.424891234,0.140544061,128.787833
2,55,1.8,9.9,0.4,6.78,0.438579569,0.138243567,135.149059
2,55,1.8,9.9,0.6,6.78,0.430439631,0.136180875,134.6497938
2,55,1.8,9.9,0.8,6.78,0.421934328,0.135023494,133.1205431
2,55,1.8,9.9,1,6.78,0.415073907,0.13424732,131.7132211
2,55,1.8,9.9,1.2,6.78,0.409795498,0.129111543,135.2108901
2,55,0.8,29.9,0.4,6.78,0.516375436,0.219642657,100.1517285
2,55,0.8,29.9,0.6,6.78,0.503048103,0.219067754,97.8229199
2,55,0.8,29.9,0.8,6.78,0.493729361,0.217533241,96.68806891
2,55,0.8,29.9,1,6.78,0.484598985,0.212743432,97.03667387
2,55,0.8,29.9,1.2,6.78,0.477096312,0.207169039,98.10491581
2,55,1,29.9,0.4,6.78,0.491530567,0.200410515,104.4815458
2,55,1,29.9,0.6,6.78,0.482724935,0.190839447,107.7559215
2,55,1,29.9,0.8,6.78,0.473630181,0.184967204,109.0822779
2,55,1,29.9,1,6.78,0.465134896,0.183130033,108.200411
2,55,1,29.9,1.2,6.78,0.458087729,0.17849779,109.3264832
2,55,1.2,29.9,0.4,6.78,0.471386527,0.174671106,114.9650035
2,55,1.2,29.9,0.6,6.78,0.463490796,0.167432298,117.9265077
2,55,1.2,29.9,0.8,6.78,0.453856739,0.168426788,114.79347
2,55,1.2,29.9,1,6.78,0.447024649,0.164086689,116.0560222
2,55,1.2,29.9,1.2,6.78,0.438792526,0.160219121,116.6687217
2,55,1.4,29.9,0.4,6.78,0.45452241,0.151871851,127.4933629
2,55,1.4,29.9,0.6,6.78,0.446173892,0.147982894,128.4405632
2,55,1.4,29.9,0.8,6.78,0.437124236,0.145722753,127.7871199
2,55,1.4,29.9,1,6.78,0.429748045,0.14599326,125.3980162
2,55,1.4,29.9,1.2,6.78,0.422204269,0.147394343,122.0257166
2,55,1.6,29.9,0.4,6.78,0.437106114,0.140321905,132.7000144
2,55,1.6,29.9,0.6,6.78,0.426870558,0.13874547,131.0650668
2,55,1.6,29.9,0.8,6.78,0.421291104,0.135086716,132.8553988
2,55,1.6,29.9,1,6.78,0.41417703,0.133834023,131.834489
2,55,1.6,29.9,1.2,6.78,0.406905927,0.13387496,129.4804573
2,55,1.8,29.9,0.4,6.78,0.421598027,0.126449279,142.0338223
2,55,1.8,29.9,0.6,6.78,0.414201894,0.125609317,140.4752419
2,55,1.8,29.9,0.8,6.78,0.40630987,0.124485814,139.0423415
2,55,1.8,29.9,1,6.78,0.399595054,0.123964841,137.3191596
2,55,1.8,29.9,1.2,6.78,0.393462378,0.123775774,135.4182275
2,55,0.8,49.9,0.4,6.78,0.492408744,0.209469373,100.1416601
2,55,0.8,49.9,0.6,6.78,0.482427808,0.203267567,101.105273
2,55,0.8,49.9,0.8,6.78,0.471084333,0.202332688,99.18412625
2,55,0.8,49.9,1,6.78,0.461249337,0.208313809,94.3250964
2,55,0.8,49.9,1.2,6.78,0.455318602,0.199366311,97.29111547
2,55,1,49.9,0.4,6.78,0.470520932,0.181276559,110.5724323
2,55,1,49.9,0.6,6.78,0.460959415,0.179175441,109.5957647
2,55,1,49.9,0.8,6.78,0.453507934,0.174707315,110.5817254
2,55,1,49.9,1,6.78,0.441253783,0.179478355,104.7335737
2,55,1,49.9,1.2,6.78,0.43491467,0.176827762,104.7763266
2,55,1.2,49.9,0.4,6.78,0.450900242,0.158296121,121.3444055
2,55,1.2,49.9,0.6,6.78,0.443475077,0.156349164,120.8323485
2,55,1.2,49.9,0.8,6.78,0.434526599,0.156800294,118.0535517
2,55,1.2,49.9,1,6.78,0.427304423,0.154022373,118.1852125
2,55,1.2,49.9,1.2,6.78,0.419766501,0.152678606,117.1221815
2,55,1.4,49.9,0.4,6.78,0.43283785,0.147532173,124.9821685
2,55,1.4,49.9,0.6,6.78,0.422428728,0.146422081,122.9012874
2,55,1.4,49.9,0.8,6.78,0.418805669,0.13913091,128.2326117
2,55,1.4,49.9,1,6.78,0.406913351,0.142502716,121.6433469
2,55,1.4,49.9,1.2,6.78,0.404644184,0.136575847,126.214416
2,55,1.6,49.9,0.4,6.78,0.418444611,0.132969241,134.0591162
2,55,1.6,49.9,0.6,6.78,0.410780818,0.12871837,135.9499915
2,55,1.6,49.9,0.8,6.78,0.403427806,0.128192328,134.064365
2,55,1.6,49.9,1,6.78,0.397097064,0.126020411,134.2348702
2,55,1.6,49.9,1.2,6.78,0.390151234,0.125944491,131.9664002
2,55,1.8,49.9,0.4,6.78,0.401385458,0.125806225,135.9155247
2,55,1.8,49.9,0.6,6.78,0.396707987,0.117815905,143.4420825
2,55,1.8,49.9,0.8,6.78,0.390141413,0.115439305,143.971958
2,55,1.8,49.9,1,6.78,0.380591317,0.117786835,137.6485646
2,55,1.8,49.9,1.2,6.78,0.375891002,0.116592593,137.3411028
2,55,0.8,69.9,0.4,6.78,0.467471722,0.203793021,97.71823177
2,55,0.8,69.9,0.6,6.78,0.459785605,0.194601749,100.6510228
2,55,0.8,69.9,0.8,6.78,0.45170436,0.191640059,100.4101345
2,55,0.8,69.9,1,6.78,0.440841802,0.192062087,97.78014718
2,55,0.8,69.9,1.2,6.78,0.431320218,0.194002573,94.71131968
2,55,1,69.9,0.4,6.78,0.449057073,0.179010983,106.8639998
2,55,1,69.9,0.6,6.78,0.440792952,0.17101497,109.8019558
2,55,1,69.9,0.8,6.78,0.430551177,0.170741006,107.4228098
2,55,1,69.9,1,6.78,0.423363163,0.172055104,104.8226339
2,55,1,69.9,1.2,6.78,0.416275337,0.166280577,106.6470186
2,55,1.2,69.9,0.4,6.78,0.430016983,0.163626272,111.9546496
2,55,1.2,69.9,0.6,6.78,0.422935407,0.153307396,117.5223587
2,55,1.2,69.9,0.8,6.78,0.413545042,0.154161518,114.276361
2,55,1.2,69.9,1,6.78,0.407895123,0.149105253,116.5373477
2,55,1.2,69.9,1.2,6.78,0.401380893,0.146849384,116.4378365
2,55,1.4,69.9,0.4,6.78,0.413928612,0.140623243,125.3943302
2,55,1.4,69.9,0.6,6.78,0.404900963,0.141514109,121.8873484
2,55,1.4,69.9,0.8,6.78,0.39952015,0.136992076,124.2375286
2,55,1.4,69.9,1,6.78,0.393658276,0.131694903,127.3385736
2,55,1.4,69.9,1.2,6.78,0.383584079,0.135289816,120.7827822
2,55,1.6,69.9,0.4,6.78,0.399858882,0.127151823,133.9657307
2,55,1.6,69.9,0.6,6.78,0.390920287,0.129285105,128.8099108
2,55,1.6,69.9,0.8,6.78,0.385596049,0.123746738,132.7420061
2,55,1.6,69.9,1,6.78,0.378063497,0.124137778,129.7389389
2,55,1.6,69.9,1.2,6.78,0.373303404,0.119187446,133.4261637
2,55,1.8,69.9,0.4,6.78,0.382297513,0.122678512,132.7524468
2,55,1.8,69.9,0.6,6.78,0.376697695,0.119785391,133.9672588
2,55,1.8,69.9,0.8,6.78,0.370796186,0.114122875,138.4114807
2,55,1.8,69.9,1,6.78,0.366550575,0.110810799,140.9163481
2,55,1.8,69.9,1.2,6.78,0.355886987,0.11086539,136.7494793
2,55,0.8,89.9,0.4,6.78,0.447355402,0.196695722,96.8874071
2,55,0.8,89.9,0.6,6.78,0.43858049,0.188470729,99.13224937
2,55,0.8,89.9,0.8,6.78,0.426691633,0.186831393,97.29126229
2,55,0.8,89.9,1,6.78,0.417723776,0.206731019,86.07818747
2,55,0.8,89.9,1.2,6.78,0.409131326,0.18885275,92.28879634
2,55,1,89.9,0.4,6.78,0.425630478,0.1768131,102.5481529
2,55,1,89.9,0.6,6.78,0.419761135,0.164365547,108.7930115
2,55,1,89.9,0.8,6.78,0.412512778,0.159367649,110.2673156
2,55,1,89.9,1,6.78,0.403052434,0.178704821,96.08040839
2,55,1,89.9,1.2,6.78,0.396739898,0.164661916,102.6413308
2,55,1.2,89.9,0.4,6.78,0.409214091,0.15211943,114.5975816
2,55,1.2,89.9,0.6,6.78,0.401950226,0.154290172,110.9797078
2,55,1.2,89.9,0.8,6.78,0.395521595,0.148118991,113.7546129
2,55,1.2,89.9,1,6.78,0.388909793,0.142664048,116.1298594
2,55,1.2,89.9,1.2,6.78,0.38233942,0.144261507,112.9037004
2,55,1.4,89.9,0.4,6.78,0.391807317,0.140420054,118.8647195
2,55,1.4,89.9,0.6,6.78,0.382906141,0.141264609,115.4698286
2,55,1.4,89.9,0.8,6.78,0.378856427,0.136805961,117.9720696
2,55,1.4,89.9,1,6.78,0.374171107,0.131019893,121.6585321
2,55,1.4,89.9,1.2,6.78,0.367027111,0.129500562,120.7357968
2,55,1.6,89.9,0.4,6.78,0.379431913,0.129586518,124.73364
2,55,1.6,89.9,0.6,6.78,0.37265333,0.131146781,121.0478088
2,55,1.6,89.9,0.8,6.78,0.367332223,0.119396924,131.061596
2,55,1.6,89.9,1,6.78,0.358533156,0.120652728,126.5906818
2,55,1.6,89.9,1.2,6.78,0.351789068,0.113775372,131.7175484
2,55,1.8,89.9,0.4,6.78,0.366227714,0.116994836,133.3503239
2,55,1.8,89.9,0.6,6.78,0.361593469,0.109513672,140.6571451
2,55,1.8,89.9,0.8,6.78,0.356278223,0.105864333,143.3669922
2,55,1.8,89.9,1,6.78,0.348213004,0.103350952,143.5291349
2,55,1.8,89.9,1.2,6.78,0.345299535,0.102086931,144.0905192
2,60,0.8,9.9,0.4,6.78,0.606368092,0.264421101,97.68992875
2,60,0.8,9.9,0.6,6.78,0.592070633,0.260410582,96.85553733
2,60,0.8,9.9,0.8,6.78,0.580853093,0.254835486,97.09926995
2,60,0.8,9.9,1,6.78,0.569805325,0.248735539,97.58840597
2,60,0.8,9.9,1.2,6.78,0.559738997,0.249085391,95.72973817
2,60,1,9.9,0.4,6.78,0.578704308,0.230676241,106.8718709
2,60,1,9.9,0.6,6.78,0.564704135,0.234157696,102.7358681
2,60,1,9.9,0.8,6.78,0.556840525,0.219827037,107.9094032
2,60,1,9.9,1,6.78,0.54569664,0.219167881,106.0678911
2,60,1,9.9,1.2,6.78,0.537871691,0.214126904,107.0081885
2,60,1.2,9.9,0.4,6.78,0.556382614,0.203598201,116.4150626
2,60,1.2,9.9,0.6,6.78,0.545161336,0.200972617,115.5573892
2,60,1.2,9.9,0.8,6.78,0.536452875,0.192252019,118.8694438
2,60,1.2,9.9,1,6.78,0.526862238,0.191445305,117.2362489
2,60,1.2,9.9,1.2,6.78,0.518436087,0.188743636,117.012557
2,60,1.4,9.9,0.4,6.78,0.534892963,0.185087301,123.1118403
2,60,1.4,9.9,0.6,6.78,0.525804463,0.176292073,127.0577162
2,60,1.4,9.9,0.8,6.78,0.516105833,0.173393955,126.7985766
2,60,1.4,9.9,1,6.78,0.50708148,0.175454599,123.118284
2,60,0.8,29.9,0.4,6.78,0.579901794,0.242229455,101.9851789
2,60,0.8,29.9,0.6,6.78,0.568623415,0.233973699,103.5302495
2,60,0.8,29.9,0.8,6.78,0.556050361,0.240915771,98.32375554
2,60,0.8,29.9,1,6.78,0.54396995,0.239617306,96.70886596
2,60,0.8,29.9,1.2,6.78,0.534918385,0.23388217,97.4316311
2,60,1,29.9,0.4,6.78,0.55614963,0.210847444,112.3654704
2,60,1,29.9,0.6,6.78,0.541874823,0.211231445,109.282335
2,60,1,29.9,0.8,6.78,0.533691646,0.206702628,109.9901939
2,60,1,29.9,1,6.78,0.524630464,0.20426776,109.4115677
2,60,1,29.9,1.2,6.78,0.516858389,0.199923269,110.1330808
2,60,1.2,29.9,0.4,6.78,0.532756274,0.188762455,120.2326777
2,60,1.2,29.9,0.6,6.78,0.521615346,0.186577907,119.096694
2,60,1.2,29.9,0.8,6.78,0.51230241,0.186385198,117.0912769
2,60,1.2,29.9,1,6.78,0.505461849,0.177110296,121.5777595
2,60,1.2,29.9,1.2,6.78,0.497484997,0.175484778,120.7675064
2,60,1.4,29.9,0.4,6.78,0.514316304,0.164738221,132.998114
2,60,1.4,29.9,0.6,6.78,0.502597135,0.169246134,126.5059096
2,60,1.4,29.9,0.8,6.78,0.496855353,0.156093045,135.5988427
2,60,1.4,29.9,1,6.78,0.487310233,0.161578474,128.4788358
2,60,0.8,49.9,0.4,6.78,0.554933854,0.226594154,104.3282883
2,60,0.8,49.9,0.6,6.78,0.541545581,0.226722111,101.7538153
2,60,0.8,49.9,0.8,6.78,0.532589054,0.220895436,102.7105504
2,60,0.8,49.9,1,6.78,0.521777402,0.216984382,102.4392411
2,60,0.8,49.9,1.2,6.78,0.510598379,0.222187589,97.8969581
2,60,1,49.9,0.4,6.78,0.530535631,0.199975218,113.018084
2,60,1,49.9,0.6,6.78,0.519931758,0.195319265,113.3994182
2,60,1,49.9,0.8,6.78,0.510833744,0.193464552,112.4832196
2,60,1,49.9,1,6.78,0.502669202,0.188800416,113.4198039
2,60,1,49.9,1.2,6.78,0.493949747,0.187627817,112.148922
2,60,1.2,49.9,0.4,6.78,0.509334212,0.176459956,122.9606766
2,60,1.2,49.9,0.6,6.78,0.501065069,0.168934143,126.353203
2,60,1.2,49.9,0.8,6.78,0.491976077,0.166906016,125.5687457
2,60,1.2,49.9,1,6.78,0.483865553,0.166434999,123.8481746
2,60,1.2,49.9,1.2,6.78,0.475041622,0.169634232,119.2965075
2,60,1.4,49.9,0.4,6.78,0.49107477,0.15805922,132.3540851
2,60,1.4,49.9,0.6,6.78,0.482041537,0.154028663,133.3191323
2,60,1.4,49.9,0.8,6.78,0.47372154,0.153586138,131.395555
2,60,1.4,49.9,1,6.78,0.463811385,0.159748152,123.6844561
2,60,0.8,69.9,0.4,6.78,0.52844345,0.219616729,102.5044367
2,60,0.8,69.9,0.6,6.78,0.517535412,0.215740743,102.1921327
2,60,0.8,69.9,0.8,6.78,0.506202854,0.218782674,98.56465913
2,60,0.8,69.9,1,6.78,0.49654894,0.216026647,97.91839731
2,60,0.8,69.9,1.2,6.78,0.489731076,0.206809705,100.8779645
2,60,1,69.9,0.4,6.78,0.505635683,0.197148114,109.2583532
2,60,1,69.9,0.6,6.78,0.496598304,0.186810234,113.2437208
2,60,1,69.9,0.8,6.78,0.48697509,0.185993425,111.5369375
2,60,1,69.9,1,6.78,0.478980949,0.180729515,112.901242
2,60,1,69.9,1.2,6.78,0.470080573,0.183888665,108.899756
2,60,1.2,69.9,0.4,6.78,0.486035315,0.170568096,121.3890707
2,60,1.2,69.9,0.6,6.78,0.478233637,0.165655348,122.9827558
2,60,1.2,69.9,0.8,6.78,0.468421806,0.167106953,119.4131475
2,60,1.2,69.9,1,6.78,0.461404286,0.160806877,122.2324649
2,60,1.2,69.9,1.2,6.78,0.45336462,0.158932935,121.5187474
2,60,1.4,69.9,0.4,6.78,0.469791567,0.15011788,133.3160249
2,60,1.4,69.9,0.6,6.78,0.460468781,0.14905972,131.5980492
2,60,1.4,69.9,0.8,6.78,0.450406746,0.150538321,127.4580823
2,60,1.4,69.9,1,6.78,0.443782554,0.148871303,126.9897883
2,60,0.8,89.9,0.4,6.78,0.501114494,0.243234984,87.76482423
2,60,0.8,89.9,0.6,6.78,0.491013502,0.204016934,102.5266529
2,60,0.8,89.9,0.8,6.78,0.483425188,0.204358115,100.773641
2,60,0.8,89.9,1,6.78,0.472889496,0.225747487,89.23727591
2,60,0.8,89.9,1.2,6.78,0.46617419,0.210500222,94.34203259
2,60,1,89.9,0.4,6.78,0.482799376,0.185765855,110.715996
2,60,1,89.9,0.6,6.78,0.470876389,0.184109011,108.9535613
2,60,1,89.9,0.8,6.78,0.464398222,0.177848914,111.2369042
2,60,1,89.9,1,6.78,0.456335044,0.172603336,112.6274363
2,60,1,89.9,1.2,6.78,0.446965903,0.176691987,107.7623617
2,60,1.2,89.9,0.4,6.78,0.463103599,0.173651944,113.6077788
2,60,1.2,89.9,0.6,6.78,0.453055667,0.177199773,108.9175761
2,60,1.2,89.9,0.8,6.78,0.446832955,0.165876902,114.7542668
2,60,1.2,89.9,1,6.78,0.440009284,0.158858549,117.9942407
2,60,1.2,89.9,1.2,6.78,0.433569865,0.15453842,119.5176879
2,60,1.4,89.9,0.4,6.78,0.44607809,0.150040896,126.6516361
2,60,1.4,89.9,0.6,6.78,0.438343067,0.144988716,128.7921818
2,60,1.4,89.9,0.8,6.78,0.428688312,0.151215135,120.7691318
