N,a [mm],d [mm],my_theta [deg],p [mm],Freq [MHz],L [uH],R [¦¸],Q
2,30,0.8,69.9,1,6.78,0.180595842,0.109722161,70.11694044
2,30,0.8,69.9,1.2,6.78,0.179413029,0.104552,73.10232623
2,30,1,69.9,0.4,6.78,0.172462747,0.097551157,75.31343181
2,30,1,69.9,0.6,6.78,0.179769573,0.100243527,76.39578728
2,30,1,69.9,0.8,6.78,0.1764233,0.097250274,77.28134446
2,30,1,69.9,1,6.78,0.174770604,0.093791455,79.38065428
2,30,1,69.9,1.2,6.78,0.161693214,0.098773414,69.73668382
2,30,1.2,69.9,0.4,6.78,0.175193584,0.092432675,80.74250794
2,30,1.2,69.9,0.6,6.78,0.17249609,0.085407754,86.03824036
2,30,1.2,69.9,0.8,6.78,0.158311809,0.0849578,79.38155798
2,30,1.2,69.9,1,6.78,0.158909402,0.093420672,72.46297626
2,30,1.2,69.9,1.2,6.78,0.153981232,0.083535474,78.52472267
2,30,1.4,69.9,0.4,6.78,0.019970898,0.115990705,7.334727098
2,30,1.4,69.9,0.6,6.78,0.157023561,0.079373093,84.27545068
2,30,1.4,69.9,0.8,6.78,0.153698812,0.079856275,81.99191431
2,30,1.4,69.9,1,6.78,0.14253291,0.07577969,80.12570929
2,30,1.4,69.9,1.2,6.78,0.142863696,0.075815822,80.27338851
2,30,1.6,69.9,0.4,6.78,0.153231445,0.07321686,89.15513452
2,30,1.6,69.9,0.6,6.78,0.150854402,0.077591705,82.82324766
2,30,1.6,69.9,0.8,6.78,0.125214922,0.072465745,73.60933364
2,30,1.6,69.9,1,6.78,0.129164963,0.071533141,76.92136697
2,30,1.6,69.9,1.2,6.78,0.135890906,0.068706425,84.25634302
2,30,1.8,69.9,0.4,6.78,0.145674977,0.072057072,86.12275414
2,30,1.8,69.9,0.6,6.78,0.128240838,0.069998057,78.04586994
2,30,1.8,69.9,0.8,6.78,0.14224345,0.065325757,92.75928436
2,30,1.8,69.9,1,6.78,0.131679992,0.065027823,86.26410878
2,30,1.8,69.9,1.2,6.78,0.115869554,0.063633259,77.57016766
2,30,0.8,89.9,0.4,6.78,0.185111887,0.107452326,73.38850619
2,30,0.8,89.9,0.6,6.78,0.187249271,0.10549485,75.61334288
2,30,0.8,89.9,0.8,6.78,0.172442614,0.110515509,66.47080428
2,30,0.8,89.9,1,6.78,0.169881478,0.107223819,67.49386872
2,30,0.8,89.9,1.2,6.78,0.172021002,0.102379546,71.57771613
2,30,1,89.9,0.4,6.78,0.175056314,0.095543826,78.05212197
2,30,1,89.9,0.6,6.78,0.172061175,0.101425024,72.26821503
2,30,1,89.9,0.8,6.78,0.165308069,0.092339749,76.26318275
2,30,1,89.9,1,6.78,0.153777884,0.092509468,70.81369521
2,30,1,89.9,1.2,6.78,0.159949645,0.096527895,70.5894845
2,30,1.2,89.9,0.4,6.78,0.168990899,0.08172712,88.08595806
2,30,1.2,89.9,0.6,6.78,0.160497571,0.084243661,81.15976746
2,30,1.2,89.9,0.8,6.78,0.135417249,0.092793392,62.16794314
2,30,1.2,89.9,1,6.78,0.154184766,0.080981964,81.10781937
2,30,1.2,89.9,1.2,6.78,0.129486581,0.087377928,63.12953436
2,30,1.4,89.9,0.4,6.78,0.157767052,0.077126121,87.14136985
2,30,1.4,89.9,0.6,6.78,0.13323221,0.082792897,68.55288123
2,30,1.4,89.9,0.8,6.78,0.14474389,0.0767249,80.36620733
2,30,1.4,89.9,1,6.78,0.140591921,0.074732185,80.14238202
2,30,1.4,89.9,1.2,6.78,0.124090103,0.073313908,72.10416223
2,30,1.6,89.9,0.4,6.78,0.151209779,0.07474533,86.17977999
2,30,1.6,89.9,0.6,6.78,0.144819106,0.071705844,86.03613063
2,30,1.6,89.9,0.8,6.78,0.121137572,0.067635001,76.29866353
2,30,1.6,89.9,1,6.78,0.116592821,0.06749926,73.58382512
2,30,1.6,89.9,1.2,6.78,0.117404134,0.069491134,71.97199666
2,30,1.8,89.9,0.4,6.78,0.134923495,0.07043356,81.60513889
2,30,1.8,89.9,0.6,6.78,0.126300871,0.064514485,83.39858323
2,30,1.8,89.9,0.8,6.78,0.120037279,0.06646351,76.93827287
2,30,1.8,89.9,1,6.78,0.126986164,0.063248385,85.5296172
2,30,1.8,89.9,1.2,6.78,0.114130396,0.073238688,66.38505647
2,35,0.8,9.9,0.4,6.78,0.284676308,0.150830251,80.40303314
2,35,0.8,9.9,0.6,6.78,0.276743866,0.145957461,80.77207984
2,35,0.8,9.9,0.8,6.78,0.26934571,0.145898052,78.64482124
2,35,0.8,9.9,1,6.78,0.263791281,0.141752973,79.27528722
2,35,0.8,9.9,1.2,6.78,0.258965661,0.137218316,80.39696577
2,35,1,9.9,0.4,6.78,0.26488751,0.131620254,85.7330588
2,35,1,9.9,0.6,6.78,0.257901789,0.136453743,80.51530883
2,35,1,9.9,0.8,6.78,0.252597842,0.125828303,85.51865463
2,35,1,9.9,1,6.78,0.247140495,0.12458676,84.50483938
2,35,1,9.9,1.2,6.78,0.242140623,0.124990219,82.52797532
2,35,1.2,9.9,0.4,6.78,0.251639652,0.114543087,93.58791096
2,35,1.2,9.9,0.6,6.78,0.248135351,0.114285329,92.49275605
2,35,1.2,9.9,0.8,6.78,0.241160043,0.111415416,92.20821839
2,35,1.2,9.9,1,6.78,0.197759742,0.117850616,71.48511037
2,35,1.2,9.9,1.2,6.78,0.225106644,0.111396595,86.08469818
2,35,1.4,9.9,0.4,6.78,0.238077955,0.110366985,91.89450971
2,35,1.4,9.9,0.6,6.78,0.234108071,0.102875181,96.94275061
2,35,1.4,9.9,0.8,6.78,0.230155525,0.102036029,96.08982919
2,35,1.4,9.9,1,6.78,0.222930614,0.101127592,93.90951779
2,35,1.4,9.9,1.2,6.78,0.217605452,0.098165472,94.4323016
2,35,1.6,9.9,0.4,6.78,0.226260636,0.09718513,99.17877675
2,35,1.6,9.9,0.6,6.78,0.18737287,0.100295818,79.5854073
2,35,1.6,9.9,0.8,6.78,0.216350184,0.091873055,100.3179559
2,35,1.6,9.9,1,6.78,0.211500028,0.092135889,97.78925992
2,35,1.6,9.9,1.2,6.78,0.20713082,0.090275743,97.74244871
2,35,1.8,9.9,0.4,6.78,0.215336923,0.090420482,101.4521486
2,35,1.8,9.9,0.6,6.78,0.213350941,0.085379145,106.4516326
2,35,1.8,9.9,0.8,6.78,0.206939037,0.083698352,105.3258761
2,35,1.8,9.9,1,6.78,0.200143691,0.086146127,98.97276675
2,35,1.8,9.9,1.2,6.78,0.195034316,0.083083037,100.0018957
2,35,0.8,29.9,0.4,6.78,0.270221644,0.146267383,78.70135398
2,35,0.8,29.9,0.6,6.78,0.267050072,0.135498924,83.95883728
2,35,0.8,29.9,0.8,6.78,0.258592197,0.134362922,81.9871023
2,35,0.8,29.9,1,6.78,0.252538174,0.132347538,81.28693203
2,35,0.8,29.9,1.2,6.78,0.243811581,0.130658008,79.49281218
2,35,1,29.9,0.4,6.78,0.256417346,0.116636369,93.65327588
2,35,1,29.9,0.6,6.78,0.249494912,0.121772899,87.28118048
2,35,1,29.9,0.8,6.78,0.244298636,0.117565437,88.52194342
2,35,1,29.9,1,6.78,0.237967763,0.116840815,86.76271107
2,35,1,29.9,1.2,6.78,0.234905319,0.117073642,85.47582154
2,35,1.2,29.9,0.4,6.78,0.243282898,0.111906807,92.61144038
2,35,1.2,29.9,0.6,6.78,0.236232948,0.107372284,93.72551646
2,35,1.2,29.9,0.8,6.78,0.230257134,0.107916534,90.89388564
2,35,1.2,29.9,1,6.78,0.228254209,0.105491904,92.17416761
2,35,1.2,29.9,1.2,6.78,0.220691822,0.101037018,93.04976513
2,35,1.4,29.9,0.4,6.78,0.231255371,0.101655028,96.91087714
2,35,1.4,29.9,0.6,6.78,0.222885539,0.103352889,91.86896722
2,35,1.4,29.9,0.8,6.78,0.217711209,0.095672283,96.9402679
2,35,1.4,29.9,1,6.78,0.214285734,0.095582791,95.50434163
2,35,1.4,29.9,1.2,6.78,0.2112209,0.090518236,99.40549002
2,35,1.6,29.9,0.4,6.78,0.219138618,0.094378821,98.91312785
2,35,1.6,29.9,0.6,6.78,0.214855479,0.089003372,102.837032
2,35,1.6,29.9,0.8,6.78,0.211085867,0.085380461,105.3198483
2,35,1.6,29.9,1,6.78,0.199489129,0.088113327,96.44666158
2,35,1.6,29.9,1.2,6.78,0.199390586,0.085091564,99.82233021
2,35,1.8,29.9,0.4,6.78,0.209626809,0.084272396,105.9670982
2,35,1.8,29.9,0.6,6.78,0.201018528,0.085856355,99.74088205
2,35,1.8,29.9,0.8,6.78,0.199297204,0.08145383,104.2315645
2,35,1.8,29.9,1,6.78,0.192740593,0.081565943,100.663932
2,35,1.8,29.9,1.2,6.78,0.185647803,0.080449304,98.30533412
2,35,0.8,49.9,0.4,6.78,0.258869861,0.139360355,79.13193943
2,35,0.8,49.9,0.6,6.78,0.25293881,0.131204959,82.12488687
2,35,0.8,49.9,0.8,6.78,0.247239385,0.129842951,81.11643217
2,35,0.8,49.9,1,6.78,0.24246821,0.130157036,79.35909736
2,35,0.8,49.9,1.2,6.78,0.234796677,0.129593121,77.18262723
2,35,1,49.9,0.4,6.78,0.245145816,0.121508099,85.94662372
2,35,1,49.9,0.6,6.78,0.240233274,0.112676218,90.82605706
2,35,1,49.9,0.8,6.78,0.234437434,0.113631614,87.88957104
2,35,1,49.9,1,6.78,0.228267613,0.112586019,86.37128807
2,35,1,49.9,1.2,6.78,0.217172765,0.112883587,81.95663557
2,35,1.2,49.9,0.4,6.78,0.234258359,0.103502216,96.41731031
2,35,1.2,49.9,0.6,6.78,0.223952044,0.105132793,90.74577036
2,35,1.2,49.9,0.8,6.78,0.219428024,0.106898344,87.44413333
2,35,1.2,49.9,1,6.78,0.216780399,0.099444795,92.86402737
2,35,1.2,49.9,1.2,6.78,0.206248731,0.103759416,84.67853376
2,35,1.4,49.9,0.4,6.78,0.221361895,0.095818161,98.41574741
2,35,1.4,49.9,0.6,6.78,0.215313811,0.096531811,95.01911879
2,35,1.4,49.9,0.8,6.78,0.21093459,0.092758488,96.87321301
2,35,1.4,49.9,1,6.78,0.20566817,0.092624371,94.59133956
2,35,1.4,49.9,1.2,6.78,0.198500036,0.089291495,94.70219821
2,35,1.6,49.9,0.4,6.78,0.20998519,0.090573126,98.76404549
2,35,1.6,49.9,0.6,6.78,0.207124633,0.084072119,104.9516617
2,35,1.6,49.9,0.8,6.78,0.197562263,0.092641345,90.84660533
2,35,1.6,49.9,1,6.78,0.19488458,0.084671969,98.04995058
2,35,1.6,49.9,1.2,6.78,0.191258943,0.082131577,99.20216573
2,35,1.8,49.9,0.4,6.78,0.198175399,0.080256179,105.1915433
2,35,1.8,49.9,0.6,6.78,0.193371902,0.081949578,100.520863
2,35,1.8,49.9,0.8,6.78,0.19120075,0.07680142,106.0546956
2,35,1.8,49.9,1,6.78,0.185818767,0.07633319,103.7016633
2,35,1.8,49.9,1.2,6.78,0.1767457,0.077382033,97.30121999
2,35,0.8,69.9,0.4,6.78,0.249782127,0.129862791,81.93815678
2,35,0.8,69.9,0.6,6.78,0.241341847,0.129940657,79.12197762
2,35,0.8,69.9,0.8,6.78,0.233721872,0.12588076,79.09509697
2,35,0.8,69.9,1,6.78,0.227236636,0.133174944,72.68844695
2,35,0.8,69.9,1.2,6.78,0.222445514,0.12500801,75.80456731
2,35,1,69.9,0.4,6.78,0.234955916,0.117459856,85.21312299
2,35,1,69.9,0.6,6.78,0.227448075,0.114517053,84.60999415
2,35,1,69.9,0.8,6.78,0.223709627,0.110381239,86.33740118
2,35,1,69.9,1,6.78,0.214300023,0.114633052,79.63828961
2,35,1,69.9,1.2,6.78,0.210740102,0.106520543,84.27977664
2,35,1.2,69.9,0.4,6.78,0.223648829,0.101529478,93.83914378
2,35,1.2,69.9,0.6,6.78,0.217657526,0.099932397,92.78482348
2,35,1.2,69.9,0.8,6.78,0.208569823,0.104414517,85.0942374
2,35,1.2,69.9,1,6.78,0.208063493,0.09715361,91.23185517
2,35,1.2,69.9,1.2,6.78,0.199281986,0.104011769,81.61972379
2,35,1.4,69.9,0.4,6.78,0.211544583,0.094243083,95.62291601
2,35,1.4,69.9,0.6,6.78,0.205131347,0.094195154,92.77117017
2,35,1.4,69.9,0.8,6.78,0.19993922,0.090044237,94.59139567
2,35,1.4,69.9,1,6.78,0.195265784,0.100425275,82.83095761
2,35,1.4,69.9,1.2,6.78,0.193725773,0.087010274,94.84761823
2,35,1.6,69.9,0.4,6.78,0.201706047,0.085200055,100.8529491
2,35,1.6,69.9,0.6,6.78,0.191785301,0.083896643,97.38236023
2,35,1.6,69.9,0.8,6.78,0.190887952,0.090147066,90.20622046
2,35,1.6,69.9,1,6.78,0.187823048,0.087324558,91.62670109
2,35,1.6,69.9,1.2,6.78,0.179608296,0.085855426,89.11856993
2,35,1.8,69.9,0.4,6.78,0.192231128,0.079464584,103.0527676
2,35,1.8,69.9,0.6,6.78,0.188098452,0.076065558,105.3432539
2,35,1.8,69.9,0.8,6.78,0.178318392,0.086353678,87.96802885
2,35,1.8,69.9,1,6.78,0.17794675,0.074536861,101.7017734
2,35,1.8,69.9,1.2,6.78,0.172613677,0.079747503,92.2078029
2,35,0.8,89.9,0.4,6.78,0.234598682,0.127335357,78.48490204
2,35,0.8,89.9,0.6,6.78,0.226110769,0.132931857,72.46056867
2,35,0.8,89.9,0.8,6.78,0.224793186,0.121697124,78.68870384
2,35,0.8,89.9,1,6.78,0.218091333,0.122636634,75.75786882
2,35,0.8,89.9,1.2,6.78,0.212709029,0.117906621,76.85237471
2,35,1,89.9,0.4,6.78,0.219372532,0.120215744,77.73748082
2,35,1,89.9,0.6,6.78,0.214810543,0.105256468,86.93934421
2,35,1,89.9,0.8,6.78,0.212288631,0.106783249,84.69020142
2,35,1,89.9,1,6.78,0.203022682,0.115249262,75.04399868
2,35,1,89.9,1.2,6.78,0.203606044,0.101737501,85.25486278
2,35,1.2,89.9,0.4,6.78,0.212942867,0.096206109,94.29094988
2,35,1.2,89.9,0.6,6.78,0.203075788,0.096683146,89.47813734
2,35,1.2,89.9,0.8,6.78,0.200598726,0.099561806,85.83115664
2,35,1.2,89.9,1,6.78,0.198886274,0.100304611,84.46824644
2,35,1.2,89.9,1.2,6.78,0.193157884,0.092334737,89.1162459
2,35,1.4,89.9,0.4,6.78,0.199718228,0.093726393,90.77481325
2,35,1.4,89.9,0.6,6.78,0.195162303,0.091074857,91.2865929
2,35,1.4,89.9,0.8,6.78,0.190790026,0.085200878,95.39402188
2,35,1.4,89.9,1,6.78,0.188368669,0.079947857,100.3717281
2,35,1.4,89.9,1.2,6.78,0.170800858,0.08910456,81.65817657
2,35,1.6,89.9,0.4,6.78,0.186732359,0.095167306,83.58750658
2,35,1.6,89.9,0.6,6.78,0.159994473,0.083685733,81.44475512
2,35,1.6,89.9,0.8,6.78,0.176697714,0.08699285,86.52805308
2,35,1.6,89.9,1,6.78,0.177789976,0.084817294,89.29608516
2,35,1.6,89.9,1.2,6.78,0.174540838,0.088427435,84.0852062
2,35,1.8,89.9,0.4,6.78,0.179205881,0.076409691,99.91101641
2,35,1.8,89.9,0.6,6.78,0.177044911,0.079554975,94.80378233
2,35,1.8,89.9,0.8,6.78,0.172377059,0.081364826,90.25106364
2,35,1.8,89.9,1,6.78,0.167781075,0.075841191,94.24262906
2,35,1.8,89.9,1.2,6.78,0.166295834,0.079480011,89.13186879
2,40,0.8,9.9,0.4,6.78,0.344543286,0.175251938,83.75110094
2,40,0.8,9.9,0.6,6.78,0.33787365,0.171995902,83.68464674
2,40,0.8,9.9,0.8,6.78,0.325412396,0.164196166,84.42686092
2,40,0.8,9.9,1,6.78,0.319049543,0.158468716,85.7677763
2,40,0.8,9.9,1.2,6.78,0.314122416,0.157021291,85.22165161
2,40,1,9.9,0.4,6.78,0.327106769,0.151887169,91.74407067
2,40,1,9.9,0.6,6.78,0.316266133,0.147433363,91.38322473
2,40,1,9.9,0.8,6.78,0.309664785,0.14171978,93.08311618
2,40,1,9.9,1,6.78,0.302081422,0.138652998,92.81203909
2,40,1,9.9,1.2,6.78,0.296499271,0.138267643,91.35085846
2,40,1.2,9.9,0.4,6.78,0.309769531,0.131767362,100.1475685
2,40,1.2,9.9,0.6,6.78,0.300908257,0.131689078,97.34057547
2,40,1.2,9.9,0.8,6.78,0.295784254,0.125114508,100.7110077
2,40,1.2,9.9,1,6.78,0.286289108,0.129618368,94.09094638
2,40,1.2,9.9,1.2,6.78,0.282077172,0.123203389,97.53373328
2,40,1.4,9.9,0.4,6.78,0.2928215,0.125342734,99.5206859
2,40,1.4,9.9,0.6,6.78,0.285926191,0.1186802,102.6325767
2,40,1.4,9.9,0.8,6.78,0.279541745,0.119873745,99.34183101
2,40,1.4,9.9,1,6.78,0.276119139,0.11107864,105.895016
2,40,1.4,9.9,1.2,6.78,0.269551434,0.116072906,98.92825587
2,40,1.6,9.9,0.4,6.78,0.280642465,0.111912801,106.8275287
2,40,1.6,9.9,0.6,6.78,0.274435693,0.10534844,110.9742061
2,40,1.6,9.9,0.8,6.78,0.263794352,0.11226099,100.1027911
2,40,1.6,9.9,1,6.78,0.26534012,0.105143277,107.5055722
2,40,1.6,9.9,1.2,6.78,0.257007804,0.104644744,104.6257182
2,40,1.8,9.9,0.4,6.78,0.266867369,0.106216212,107.0321446
2,40,1.8,9.9,0.6,6.78,0.262326379,0.099284982,112.555823
2,40,1.8,9.9,0.8,6.78,0.257672133,0.098550083,111.3832847
2,40,1.8,9.9,1,6.78,0.253659484,0.096305236,112.2046273
2,40,1.8,9.9,1.2,6.78,0.246354692,0.092414973,113.5606992
2,40,0.8,29.9,0.4,6.78,0.322997111,0.162442663,84.70481531
2,40,0.8,29.9,0.6,6.78,0.322089423,0.160514494,85.48142852
2,40,0.8,29.9,0.8,6.78,0.314337188,0.150501881,88.97405809
2,40,0.8,29.9,1,6.78,0.304010328,0.150588817,86.00133211
2,40,0.8,29.9,1.2,6.78,0.298744385,0.145871621,87.24458937
2,40,1,29.9,0.4,6.78,0.31493911,0.141590626,94.75489534
2,40,1,29.9,0.6,6.78,0.302778209,0.138339984,93.23660655
2,40,1,29.9,0.8,6.78,0.293077201,0.139680825,89.38297512
2,40,1,29.9,1,6.78,0.290161203,0.121158246,102.0224922
2,40,1,29.9,1.2,6.78,0.279817888,0.134612386,88.55233436
2,40,1.2,29.9,0.4,6.78,0.29713196,0.129341003,97.86394216
2,40,1.2,29.9,0.6,6.78,0.291012906,0.120286719,103.0633208
2,40,1.2,29.9,0.8,6.78,0.282740849,0.121943914,98.77294219
2,40,1.2,29.9,1,6.78,0.2780263,0.116342864,101.8018552
2,40,1.2,29.9,1.2,6.78,0.271518258,0.113886855,101.5628785
2,40,1.4,29.9,0.4,6.78,0.282886414,0.112717467,106.9129793
2,40,1.4,29.9,0.6,6.78,0.276452077,0.110021403,107.0415132
2,40,1.4,29.9,0.8,6.78,0.270809848,0.106227236,108.6020782
2,40,1.4,29.9,1,6.78,0.26464511,0.111916146,100.7350698
2,40,1.4,29.9,1.2,6.78,0.260549488,0.108130344,102.6484037
2,40,1.6,29.9,0.4,6.78,0.271643137,0.100745891,114.8632122
2,40,1.6,29.9,0.6,6.78,0.264569262,0.098808871,114.0651588
2,40,1.6,29.9,0.8,6.78,0.259374382,0.097809224,112.9683607
2,40,1.6,29.9,1,6.78,0.253890992,0.097385447,111.0613105
2,40,1.6,29.9,1.2,6.78,0.249539191,0.096084108,110.6360752
2,40,1.8,29.9,0.4,6.78,0.259491268,0.094389182,117.1143431
2,40,1.8,29.9,0.6,6.78,0.249445154,0.098855704,107.4936717
2,40,1.8,29.9,0.8,6.78,0.249124557,0.089507894,118.5672544
2,40,1.8,29.9,1,6.78,0.240745888,0.089211859,114.959761
2,40,1.8,29.9,1.2,6.78,0.238998564,0.088106349,115.5573697
2,40,0.8,49.9,0.4,6.78,0.313025843,0.163458737,81.57960843
2,40,0.8,49.9,0.6,6.78,0.308197625,0.151550683,86.63252098
2,40,0.8,49.9,0.8,6.78,0.298095729,0.151304581,83.9292298
2,40,0.8,49.9,1,6.78,0.294168258,0.145036257,86.40299284
2,40,0.8,49.9,1.2,6.78,0.280214311,0.154121794,77.45256713
